gender,Age,Years_in_job,Income,Province,Savings,Home_ownership,Credit_history,Number_of_accs,Credit_cards,Home_loan,Overdraft,Student_Loan,Non_perfoming_Accs,Open Accounts,Current_In_Arrears,Current_balance_Amt,Past_due_Amt,No_of_enquiries,Score,Def,monthly_installments,Number_of_monthly_installments
Female,24,1,58920,Central,2442,Rent,1,1,0,0,2,1,0,1,1,17700,12390.0,2,511,0,17676.0,11
Female,42,15,127722,Nairobi,166144,Own Home,10,37,0,0,3,0,11,3,0,19200,0.0,12,640,0,38316.6,10
Female,54,19,147874,Nairobi,301398,Own Home,12,35,0,0,3,0,10,2,0,22200,0.0,19,707,0,44362.2,10
Female,54,24,124466,Nairobi,318051,Own Home,13,70,0,0,4,0,7,3,0,12400,0.0,24,731,0,37339.799999999996,6
Male,44,11,100195,Nairobi,96973,Rent,12,40,0,0,2,0,12,3,3,20000,6000.0,46,479,1,30058.5,2
Female,33,10,82064,Nairobi,34412,Rent,3,8,0,0,2,0,3,1,1,16400,11480.0,13,586,0,24619.2,8
Female,51,18,141755,Nairobi,413689,Own Home,6,28,0,0,3,0,8,2,0,21300,0.0,15,667,0,42526.5,7
Female,28,4,74536,Western,50711,Rent,1,5,0,0,1,1,2,2,2,22400,15679.999999999998,10,457,1,22360.8,6
Female,48,29,140519,Nairobi,301144,Own Home,13,45,4,0,1,0,13,3,0,14100,0.0,21,651,0,42155.7,3
Female,36,12,108457,Nairobi,99516,Rent,6,34,0,0,2,0,10,2,2,21700,6510.0,36,572,0,32537.1,4
Male,50,16,130409,Nairobi,360431,Own Home,11,56,0,0,1,0,6,3,0,19600,0.0,19,693,0,39122.7,2
Female,26,8,96444,Nairobi,61381,Rent,2,2,0,0,1,0,1,2,2,19300,13510.0,4,337,1,28933.2,10
Male,45,15,98326,Nairobi,89564,Rent,8,40,0,0,0,0,12,3,3,14700,4410.0,43,578,0,29497.8,9
Male,49,21,128941,Nairobi,334424,Own Home,8,24,0,0,4,0,7,2,0,12900,0.0,9,642,0,38682.299999999996,3
Male,30,8,88088,Nairobi,58350,Rent,5,7,0,0,2,0,3,1,1,17600,12320.0,12,334,1,26426.399999999998,8
Male,54,27,123303,Nairobi,312938,Own Home,8,23,0,0,1,0,7,2,0,12300,0.0,6,668,0,36990.9,1
Male,43,15,102493,Nairobi,139006,Own Home,12,46,0,0,0,0,14,3,0,15400,0.0,13,654,0,30747.899999999998,11
Female,27,6,66211,Northe Eastern ,25070,Rent,6,25,0,0,0,1,7,2,2,13200,9240.0,28,505,0,19863.3,2
Female,35,5,73043,Rift Valley,28205,Rent,2,15,0,0,0,0,6,1,1,21900,15329.999999999998,21,482,1,21912.899999999998,4
Male,27,4,87148,Nairobi,46082,Rent,2,13,0,0,1,0,5,1,1,26100,18270.0,17,389,1,26144.399999999998,2
Male,27,10,78129,Northe Eastern ,38173,Rent,2,8,0,0,0,0,3,1,1,15600,10920.0,12,428,1,23438.7,6
Female,30,7,90629,Nairobi,59717,Rent,2,3,0,0,1,0,1,2,2,18100,12670.0,6,559,0,27188.7,11
Male,47,29,149707,Nairobi,426045,Own Home,18,67,2,0,1,0,7,3,0,15000,0.0,40,735,0,44912.1,9
Female,49,24,148772,Nairobi,380742,Own Home,8,29,0,0,4,0,9,2,0,14900,0.0,16,644,0,44631.6,4
Female,18,2,45272,Western,3856,Rent,1,6,0,0,2,1,2,1,1,13600,9520.0,5,497,1,13581.6,1
Male,28,10,67630,Rift Valley,39810,Rent,3,1,0,0,0,1,0,1,1,13500,9450.0,1,454,1,20289.0,10
Male,45,13,90579,Nairobi,127605,Own Home,11,31,0,0,1,0,9,2,0,18100,0.0,17,687,0,27173.7,10
Female,24,3,59553,Nyanza,3270,Rent,2,1,0,0,2,1,0,1,1,17900,12530.0,2,540,0,17865.899999999998,4
Male,39,11,94479,Nairobi,129598,Own Home,6,30,0,0,1,0,9,2,0,18900,0.0,17,648,0,28343.7,6
Male,53,20,129893,Nairobi,346026,Own Home,10,31,0,0,1,0,9,2,0,13000,0.0,13,674,0,38967.9,8
Male,22,2,45886,Eastern,1329,Rent,2,20,0,0,0,1,8,2,2,13800,9660.0,16,459,1,13765.8,5
Male,30,8,95395,Nairobi,33037,Rent,2,15,0,0,0,0,6,1,1,19100,13370.0,20,470,1,28618.5,1
Male,21,2,37767,Eastern,1226,Rent,2,1,0,0,0,1,0,1,1,11300,7909.999999999999,1,523,0,11330.1,9
Male,22,1,45812,Central,1327,Rent,1,18,0,0,2,1,7,2,2,13700,9590.0,20,518,0,13743.6,3
Female,31,4,88563,Nairobi,45223,Rent,2,18,0,0,1,0,7,2,2,26600,18620.0,24,569,0,26568.899999999998,4
Male,47,18,145681,Nairobi,331162,Own Home,11,53,0,0,2,0,16,3,0,21900,0.0,20,713,0,43704.299999999996,6
Male,24,2,34900,Central,1184,Rent,2,14,0,0,1,1,6,1,1,10500,7349.999999999999,15,445,1,10470.0,3
Male,35,7,74962,Western,43396,Rent,8,40,0,0,2,0,12,3,3,15000,10500.0,72,436,1,22488.6,9
Female,41,14,127346,Nairobi,149699,Own Home,8,18,0,0,2,0,7,2,0,19100,0.0,9,661,0,38203.799999999996,2
Female,32,9,80343,Nairobi,38045,Rent,5,1,0,0,1,0,0,1,1,16100,11270.0,2,540,0,24102.899999999998,11
Male,39,13,128034,Nairobi,137863,Own Home,5,12,0,0,1,0,5,1,0,25600,0.0,6,584,0,38410.2,5
Female,39,11,122307,Nairobi,163334,Own Home,10,18,0,0,2,0,7,2,0,24500,0.0,8,638,0,36692.1,9
Male,47,17,123762,Nairobi,320416,Own Home,10,31,0,0,1,0,9,2,0,18600,0.0,8,700,0,37128.6,3
Female,23,2,41444,Rift Valley,2932,Rent,2,20,0,0,1,1,8,2,2,12400,8680.0,24,473,1,12433.199999999999,8
Male,26,6,72806,Rift Valley,22857,Rent,8,34,0,0,1,1,10,2,2,14600,10220.0,67,439,1,21841.8,5
Male,49,20,144429,Nairobi,312283,Own Home,12,36,0,0,3,0,11,3,0,14400,0.0,15,640,0,43328.7,7
Male,32,10,60332,Central,31447,Rent,2,19,0,0,2,0,8,2,2,12100,8470.0,22,367,1,18099.6,4
Male,38,14,127342,Nairobi,159023,Own Home,9,37,0,0,2,0,11,3,0,19100,0.0,16,694,0,38202.6,1
Male,33,10,66817,Northe Eastern ,21831,Rent,5,6,0,0,1,0,2,1,1,13400,9380.0,5,461,1,20045.1,6
Female,25,3,44696,Rift Valley,4296,Rent,1,10,0,0,1,1,4,1,1,13400,9380.0,9,435,1,13408.8,10
Female,45,11,107334,Nairobi,157169,Own Home,6,15,0,0,2,0,6,1,0,21500,0.0,4,601,0,32200.199999999997,2
Female,30,6,63971,Rift Valley,37063,Rent,5,3,0,0,2,0,1,2,2,12800,8960.0,3,461,1,19191.3,10
Female,43,12,105765,Nairobi,146926,Own Home,10,29,0,0,2,0,9,2,0,21200,0.0,12,713,0,31729.5,9
Female,25,1,43461,Northe Eastern ,1582,Rent,1,2,0,0,2,1,1,2,2,13000,9100.0,2,386,1,13038.3,9
Male,28,4,66336,Western,38224,Rent,2,10,0,0,1,1,4,1,1,19900,13930.0,18,445,1,19900.8,1
Male,32,4,72088,Western,36930,Rent,2,8,0,0,2,0,3,1,1,21600,15119.999999999998,15,525,0,21626.399999999998,9
Male,41,14,113896,Nairobi,128281,Own Home,8,17,0,0,2,0,7,2,0,17100,0.0,5,630,0,34168.799999999996,5
Female,25,2,43005,Eastern,4089,Rent,1,8,0,0,0,1,3,1,1,12900,9030.0,8,410,1,12901.5,3
Male,30,9,95386,Nairobi,50919,Rent,4,14,0,0,1,0,6,1,1,19100,13370.0,24,375,1,28615.8,10
Male,30,10,61296,Northe Eastern ,40976,Rent,3,2,0,0,1,0,1,2,2,12300,8610.0,2,221,1,18388.8,1
Female,46,20,133992,Nairobi,323831,Own Home,6,23,0,0,4,0,7,2,0,13400,0.0,10,669,0,40197.6,2
Female,52,27,124170,Nairobi,299146,Own Home,14,60,2,0,4,0,6,3,0,12400,0.0,13,685,0,37251.0,7
Female,55,16,120669,Nairobi,339295,Own Home,5,8,0,0,4,0,3,1,0,18100,0.0,4,675,0,36200.7,2
Female,30,6,75492,Western,42407,Rent,7,19,0,0,1,0,8,2,2,15100,10570.0,34,362,1,22647.6,7
Female,31,4,84747,Nairobi,38011,Rent,1,2,0,0,1,0,1,2,2,25400,17780.0,3,359,1,25424.1,2
Female,26,7,87880,Nairobi,54941,Rent,3,18,0,0,2,0,7,2,2,17600,12320.0,24,541,0,26364.0,11
Male,18,1,39925,Western,3583,Rent,2,10,0,0,2,1,4,1,1,12000,8400.0,12,428,1,11977.5,2
Female,29,6,75851,Central,48803,Rent,2,16,0,0,1,0,6,2,2,15200,10640.0,29,499,1,22755.3,5
Female,48,27,133167,Nairobi,293381,Own Home,17,66,3,0,2,0,7,3,0,13300,0.0,20,701,0,39950.1,4
Female,50,21,148982,Nairobi,427881,Own Home,13,65,3,0,3,0,6,3,0,14900,0.0,24,712,0,44694.6,5
Male,44,14,91949,Nairobi,134849,Own Home,10,37,0,0,1,0,11,3,0,13800,0.0,19,683,0,27584.7,8
Male,35,5,65689,Northe Eastern ,26257,Rent,2,2,0,0,0,0,1,2,2,19700,13790.0,3,410,1,19706.7,8
Male,32,10,55527,Northe Eastern ,16895,Rent,6,34,0,0,1,0,10,2,2,11100,7769.999999999999,34,540,0,16658.1,6
Male,29,6,90651,Nairobi,47495,Rent,6,31,0,0,0,0,9,2,2,18100,12670.0,42,436,1,27195.3,11
Male,42,12,123423,Nairobi,120453,Own Home,7,30,0,0,2,0,9,2,0,24700,0.0,8,656,0,37026.9,5
Female,47,22,134864,Nairobi,360596,Own Home,15,53,1,0,2,0,16,3,0,13500,0.0,23,662,0,40459.2,6
Male,30,9,67885,Nairobi,45361,Rent,6,16,0,0,0,0,6,2,2,13600,9520.0,16,455,1,20365.5,1
Female,45,15,114912,Nairobi,167810,Own Home,8,19,0,0,2,0,8,2,0,17200,0.0,11,493,1,34473.6,5
Female,39,15,129556,Nairobi,124806,Own Home,9,34,0,0,3,0,10,2,0,19400,0.0,9,680,0,38866.799999999996,1
Female,53,29,129639,Nairobi,300953,Own Home,10,34,0,0,4,0,10,2,0,13000,0.0,16,654,0,38891.7,7
Male,50,29,139794,Nairobi,414256,Own Home,9,35,0,0,4,0,10,2,0,14000,0.0,7,690,0,41938.2,9
Male,25,1,32337,Eastern,2723,Rent,1,19,0,0,2,1,8,2,2,9700,6790.0,22,510,0,9701.1,6
Male,18,1,32145,Central,2660,Rent,2,10,0,0,2,1,4,1,1,9600,6720.0,10,431,1,9643.5,3
Male,31,7,93151,Nairobi,30526,Rent,2,11,0,0,0,0,4,1,1,18600,13020.0,20,470,1,27945.3,3
Female,22,2,55262,Northe Eastern ,4067,Rent,1,4,0,0,1,1,2,2,2,16600,11620.0,8,446,1,16578.6,10
Male,24,1,30474,Rift Valley,1356,Rent,1,18,0,0,1,1,7,2,2,9100,6370.0,16,489,1,9142.199999999999,3
Female,19,3,54895,Central,1363,Rent,2,15,0,0,2,1,6,1,1,16500,11550.0,25,465,1,16468.5,10
Female,22,1,53243,Western,5111,Rent,1,1,0,0,2,1,0,1,1,16000,11200.0,2,519,0,15972.9,6
Male,24,1,43025,Nairobi,4168,Rent,2,5,0,0,0,1,2,2,2,12900,9030.0,4,441,1,12907.5,9
Female,38,11,104227,Nairobi,107074,Rent,12,45,0,0,2,0,13,3,3,20800,6240.0,39,513,0,31268.1,3
Male,54,29,129850,Nairobi,307795,Own Home,10,25,0,0,2,0,7,2,0,13000,0.0,5,672,0,38955.0,7
Male,24,2,43416,Eastern,4173,Rent,1,4,0,0,2,1,2,2,2,13000,9100.0,4,378,1,13024.8,3
Female,44,15,95218,Nairobi,121708,Own Home,7,21,0,0,0,0,6,1,0,14300,0.0,5,701,0,28565.399999999998,5
Female,28,4,54387,Nyanza,35539,Rent,2,9,0,0,2,1,4,1,1,16300,11410.0,14,374,1,16316.099999999999,5
Female,43,14,123005,Nairobi,125558,Own Home,9,23,0,0,1,0,7,2,0,18500,0.0,8,644,0,36901.5,4
Male,22,1,47732,Western,4168,Rent,1,6,0,0,1,1,2,1,1,14300,10010.0,10,542,0,14319.6,3
Male,30,6,61460,Northe Eastern ,27375,Rent,6,17,0,0,2,0,7,2,2,12300,8610.0,19,475,1,18438.0,8
Female,26,7,89378,Nairobi,40203,Rent,4,7,0,0,0,0,3,1,1,17900,12530.0,14,338,1,26813.399999999998,8
Male,30,5,99318,Nairobi,49852,Rent,1,6,0,0,1,0,2,1,1,29800,20860.0,9,460,1,29795.399999999998,11
Female,29,9,51384,Northe Eastern ,19830,Rent,8,18,0,0,2,0,7,2,2,10300,7209.999999999999,15,400,1,15415.199999999999,8
Male,44,14,120837,Nairobi,116480,Mortgage,7,25,0,1,1,0,7,2,0,18100,0.0,6,634,0,36251.1,8
Male,41,14,110113,Nairobi,161600,Own Home,10,15,0,0,1,0,6,1,0,16500,0.0,7,577,0,33033.9,10
Female,27,8,98847,Nairobi,49565,Rent,4,1,0,0,2,0,0,1,1,19800,13860.0,2,486,1,29654.1,2
Male,28,7,84357,Nairobi,49890,Rent,5,16,0,0,0,0,6,2,2,16900,11830.0,31,440,1,25307.1,6
Female,29,4,51866,Western,35712,Rent,2,20,0,0,2,0,8,2,2,15600,10920.0,36,464,1,15559.8,11
Male,32,7,98715,Nairobi,60375,Rent,2,19,0,0,0,0,8,2,2,19700,13790.0,31,493,1,29614.5,2
Female,36,12,121706,Nairobi,162361,Own Home,10,18,0,0,1,0,7,2,0,24300,0.0,9,593,0,36511.799999999996,2
Male,44,13,93462,Nairobi,96122,Rent,10,33,0,0,1,0,10,2,2,18700,5610.0,33,432,1,28038.6,4
Male,47,23,122324,Nairobi,267048,Own Home,12,70,0,0,2,0,7,3,0,12200,0.0,32,738,0,36697.2,6
Female,25,1,39445,Northe Eastern ,3353,Rent,1,14,0,0,2,1,6,1,1,11800,8260.0,13,382,1,11833.5,5
Female,28,7,93084,Nairobi,44935,Rent,2,7,0,0,0,0,3,1,1,18600,13020.0,12,387,1,27925.2,1
Male,47,29,120974,Nairobi,270959,Own Home,14,32,4,0,2,0,10,2,0,12100,0.0,18,661,0,36292.2,5
Female,18,3,38682,Rift Valley,3345,Rent,1,11,0,0,2,1,4,1,1,11600,8119.999999999999,10,456,1,11604.6,11
Female,28,5,73117,Nairobi,43650,Rent,1,1,0,0,0,1,0,1,1,21900,15329.999999999998,2,572,0,21935.1,2
Female,40,12,106588,Nairobi,99754,Rent,10,15,0,0,1,0,6,1,1,21300,6390.0,13,450,1,31976.399999999998,1
Male,52,21,127081,Nairobi,301838,Own Home,17,81,4,0,3,0,4,2,0,12700,0.0,28,734,0,38124.299999999996,11
Male,18,1,40541,Nairobi,3890,Rent,1,11,0,0,0,1,4,1,1,12200,8540.0,11,418,1,12162.3,2
Male,39,13,129961,Nairobi,126117,Own Home,5,4,0,0,2,0,2,2,0,26000,0.0,2,565,0,38988.299999999996,9
Male,46,19,145057,Nairobi,293715,Own Home,10,29,0,0,1,0,9,2,0,21800,0.0,11,644,0,43517.1,10
Female,54,29,129526,Nairobi,266197,Own Home,11,65,0,0,4,0,6,3,0,13000,0.0,15,770,0,38857.799999999996,7
Female,34,9,93904,Nairobi,51282,Rent,7,22,0,0,1,0,7,2,2,18800,13160.0,34,546,0,28171.2,2
Female,27,7,76077,Nyanza,48568,Rent,6,26,0,0,1,0,8,2,2,15200,10640.0,47,513,0,22823.1,1
Female,46,21,129182,Nairobi,362266,Own Home,15,50,1,0,3,0,15,3,0,12900,0.0,19,697,0,38754.6,6
Male,48,17,141378,Nairobi,293634,Own Home,6,16,0,0,1,0,6,2,0,21200,0.0,9,676,0,42413.4,5
Male,21,1,43541,Eastern,4278,Rent,2,14,0,0,0,1,6,1,1,13100,9170.0,15,388,1,13062.3,11
Male,39,13,124182,Nairobi,179688,Own Home,6,40,0,0,1,0,12,3,0,24800,0.0,12,679,0,37254.6,10
Male,39,14,109921,Nairobi,158538,Own Home,11,45,0,0,0,0,13,3,0,16500,0.0,14,702,0,32976.299999999996,9
Female,41,13,123640,Nairobi,127533,Own Home,7,35,0,0,2,0,10,2,0,24700,0.0,11,724,0,37092.0,5
Male,21,3,48201,Nairobi,1779,Rent,1,13,0,0,2,1,5,1,1,14500,10150.0,17,421,1,14460.3,10
Male,43,12,93347,Nairobi,105175,Rent,7,38,0,0,0,0,11,3,3,18700,5610.0,33,432,1,28004.1,3
Female,41,14,128378,Nairobi,143217,Own Home,7,34,0,0,4,0,10,2,0,19300,0.0,20,659,0,38513.4,3
Female,46,20,123557,Nairobi,310801,Own Home,6,34,0,0,3,0,10,2,0,12400,0.0,14,704,0,37067.1,7
Female,48,30,139379,Nairobi,357631,Own Home,9,34,0,0,3,0,10,2,0,13900,0.0,19,653,0,41813.7,10
Female,37,11,128622,Nairobi,186122,Own Home,9,40,0,0,1,0,12,3,0,25700,0.0,12,682,0,38586.6,8
Female,23,2,41667,Nyanza,1550,Rent,1,6,0,0,0,1,2,1,1,12500,8750.0,7,546,0,12500.1,8
Female,29,5,94701,Nairobi,45754,Rent,2,8,0,0,1,0,3,1,1,28400,19880.0,15,568,0,28410.3,4
Male,47,25,131822,Nairobi,388048,Own Home,14,37,2,0,3,0,11,3,0,13200,0.0,8,638,0,39546.6,2
Female,50,16,127308,Nairobi,275254,Own Home,5,17,0,0,2,0,7,2,0,19100,0.0,6,641,0,38192.4,11
Female,50,17,142198,Nairobi,406814,Own Home,7,38,0,0,3,0,11,3,0,21300,0.0,18,671,0,42659.4,8
Male,30,7,99000,Nairobi,35066,Rent,7,23,0,0,2,0,7,2,2,19800,13860.0,44,601,0,29700.0,11
Male,48,21,135945,Nairobi,351392,Own Home,9,28,0,0,3,0,8,2,0,13600,0.0,9,701,0,40783.5,4
Female,42,12,90809,Nairobi,97245,Rent,10,22,0,0,0,0,7,2,2,18200,5460.0,20,537,0,27242.7,6
Male,18,1,30117,Northe Eastern ,1447,Rent,2,13,0,0,2,1,5,1,1,9000,6300.0,11,445,1,9035.1,2
Female,29,9,55148,Northe Eastern ,18104,Rent,7,36,0,0,1,0,11,3,3,11000,7699.999999999999,42,561,0,16544.399999999998,5
Female,24,3,51741,Central,1116,Rent,2,5,0,0,1,1,2,2,2,15500,10850.0,10,446,1,15522.3,6
Female,48,19,135153,Nairobi,358215,Own Home,10,24,0,0,4,0,7,2,0,20300,0.0,10,692,0,40545.9,5
Male,31,4,93792,Nairobi,46715,Rent,2,17,0,0,2,0,7,2,2,28100,19670.0,29,456,1,28137.6,9
Male,54,16,144639,Nairobi,293409,Own Home,12,44,0,0,3,0,13,3,0,21700,0.0,13,660,0,43391.7,4
Male,40,11,92349,Nairobi,100422,Rent,5,14,0,0,2,0,6,1,1,18500,5550.0,15,327,1,27704.7,4
Male,45,12,129918,Nairobi,145569,Own Home,6,24,0,0,1,0,7,2,0,26000,0.0,7,702,0,38975.4,5
Female,18,1,53989,Nairobi,3198,Rent,2,10,0,0,0,1,4,1,1,16200,11340.0,20,526,0,16196.699999999999,4
Female,51,25,145626,Nairobi,376887,Own Home,16,68,3,0,4,0,7,3,0,14600,0.0,22,683,0,43687.799999999996,9
Female,38,14,119672,Nairobi,167208,Own Home,7,28,0,0,1,0,8,2,0,18000,0.0,14,693,0,35901.6,1
Male,51,25,147186,Nairobi,333906,Own Home,9,37,0,0,3,0,11,3,0,14700,0.0,8,715,0,44155.799999999996,10
Male,32,8,77205,Eastern,42483,Rent,6,19,0,0,1,0,8,2,2,15400,10780.0,33,346,1,23161.5,9
Female,50,16,147876,Nairobi,425768,Own Home,10,36,0,0,3,0,11,3,0,22200,0.0,18,647,0,44362.799999999996,7
Female,50,27,145152,Nairobi,350789,Own Home,19,70,3,0,4,0,7,3,0,14500,0.0,42,693,0,43545.6,8
Female,19,3,57560,Rift Valley,4719,Rent,2,2,0,0,0,1,1,2,2,17300,12110.0,3,440,1,17268.0,4
Female,31,9,83146,Nairobi,51337,Rent,6,23,0,0,0,0,7,2,2,16600,11620.0,30,445,1,24943.8,8
Female,42,13,107364,Nairobi,129408,Own Home,9,38,0,0,0,0,11,3,0,21500,0.0,19,658,0,32209.199999999997,6
Male,51,29,125913,Nairobi,356453,Own Home,16,64,3,0,2,0,6,3,0,12600,0.0,24,728,0,37773.9,7
Male,53,23,138346,Nairobi,381454,Own Home,15,34,0,0,2,0,10,2,0,13800,0.0,17,692,0,41503.799999999996,10
Female,54,17,145455,Nairobi,422934,Own Home,12,54,0,0,2,0,16,3,0,21800,0.0,16,645,0,43636.5,5
Male,46,30,147456,Nairobi,295578,Own Home,13,33,4,0,3,0,10,2,0,14700,0.0,7,707,0,44236.799999999996,11
Female,36,13,120706,Nairobi,137098,Own Home,5,15,0,0,1,0,6,1,0,24100,0.0,8,616,0,36211.799999999996,11
Male,50,20,137027,Nairobi,338992,Own Home,6,33,0,0,2,0,10,2,0,13700,0.0,18,643,0,41108.1,9
Female,52,19,136280,Nairobi,320128,Own Home,6,20,0,0,3,0,8,2,0,20400,0.0,4,685,0,40884.0,1
Female,49,29,140037,Nairobi,388125,Own Home,8,16,0,0,3,0,6,2,0,14000,0.0,9,620,0,42011.1,4
Female,23,3,33500,Nyanza,2482,Rent,1,16,0,0,2,1,6,2,2,10100,7070.0,16,515,0,10050.0,4
Male,34,6,65866,Northe Eastern ,40375,Rent,8,19,0,0,2,0,8,2,2,13200,9240.0,16,312,1,19759.8,2
Female,35,10,80615,Nairobi,46587,Rent,2,14,0,0,0,0,6,1,1,16100,11270.0,26,331,1,24184.5,2
Male,48,30,147867,Nairobi,400152,Own Home,9,36,0,0,3,0,11,3,0,14800,0.0,19,695,0,44360.1,9
Male,49,21,134061,Nairobi,300501,Own Home,12,61,0,0,3,0,6,3,0,13400,0.0,17,710,0,40218.299999999996,2
Female,50,22,147726,Nairobi,334075,Own Home,9,33,0,0,1,0,10,2,0,14800,0.0,13,656,0,44317.799999999996,11
Female,31,10,60608,Western,24811,Rent,6,29,0,0,0,0,9,2,2,12100,8470.0,24,570,0,18182.399999999998,3
Female,23,3,56840,Nyanza,5018,Rent,2,4,0,0,0,1,2,2,2,17100,11970.0,7,466,1,17052.0,9
Female,46,23,125613,Nairobi,256824,Own Home,14,64,0,0,3,0,6,3,0,12600,0.0,27,729,0,37683.9,9
Male,25,3,58890,Nairobi,1654,Rent,1,11,0,0,1,1,4,1,1,17700,12390.0,22,574,0,17667.0,1
Female,26,4,96335,Nairobi,48120,Rent,2,3,0,0,1,0,1,2,2,28900,20230.0,4,564,0,28900.5,7
Female,51,18,146897,Nairobi,371315,Own Home,6,35,0,0,1,0,10,2,0,22000,0.0,18,685,0,44069.1,8
Female,43,12,119207,Nairobi,159674,Own Home,12,70,0,0,1,0,7,3,0,23800,0.0,27,681,0,35762.1,5
Male,33,5,57123,Nyanza,17267,Rent,2,10,0,0,1,0,4,1,1,17100,11970.0,14,412,1,17136.899999999998,3
Female,54,29,131795,Nairobi,292696,Own Home,15,43,3,0,3,0,13,3,0,13200,0.0,20,639,0,39538.5,4
Female,19,1,39885,Nairobi,2094,Rent,2,2,0,0,2,1,1,2,2,12000,8400.0,2,347,1,11965.5,2
Male,46,21,126080,Nairobi,252745,Own Home,8,20,0,0,2,0,8,2,0,12600,0.0,10,606,0,37824.0,10
Male,25,1,38407,Western,885,Rent,1,13,0,0,1,1,5,1,1,11500,8049.999999999999,14,406,1,11522.1,6
Female,53,18,128380,Nairobi,375975,Own Home,6,35,0,0,2,0,10,2,0,19300,0.0,16,655,0,38514.0,9
Female,47,17,124361,Nairobi,339117,Own Home,7,35,0,0,2,0,10,2,0,18700,0.0,14,683,0,37308.299999999996,11
Male,23,3,46710,Rift Valley,3287,Rent,2,1,0,0,0,1,0,1,1,14000,9800.0,1,622,0,14013.0,8
Female,49,22,139751,Nairobi,418499,Own Home,17,72,4,0,2,0,7,4,0,14000,0.0,36,737,0,41925.299999999996,4
Female,52,19,148706,Nairobi,399053,Own Home,6,25,0,0,2,0,7,2,0,22300,0.0,8,671,0,44611.799999999996,8
Female,18,1,56354,Western,4739,Rent,1,18,0,0,2,1,7,2,2,16900,11830.0,36,508,0,16906.2,2
Female,52,30,141346,Nairobi,359821,Own Home,14,66,2,0,1,0,7,3,0,14100,0.0,35,745,0,42403.799999999996,11
Male,40,13,103553,Nairobi,99104,Rent,6,24,0,0,2,0,7,2,2,20700,6210.0,28,487,1,31065.899999999998,9
Female,52,20,138420,Nairobi,345224,Own Home,10,21,0,0,3,0,6,1,0,13800,0.0,7,678,0,41526.0,1
Female,27,8,94318,Nairobi,53533,Rent,2,7,0,0,1,0,3,1,1,18900,13230.0,12,328,1,28295.399999999998,10
Male,43,15,107588,Nairobi,100396,Rent,10,16,0,0,2,0,6,2,2,16100,4830.0,15,507,0,32276.399999999998,7
Female,39,11,90970,Nairobi,91418,Rent,5,7,0,0,1,0,3,1,1,18200,5460.0,6,449,1,27291.0,1
Male,22,1,58656,Nairobi,2825,Rent,1,8,0,0,1,1,3,1,1,17600,12320.0,13,472,1,17596.8,9
Female,48,30,140238,Nairobi,298782,Own Home,12,33,0,0,3,0,10,2,0,14000,0.0,17,656,0,42071.4,1
Female,54,27,122641,Nairobi,361168,Own Home,11,58,0,0,4,0,6,3,0,12300,0.0,17,698,0,36792.299999999996,11
Female,22,1,57575,Rift Valley,3648,Rent,1,4,0,0,1,1,2,2,2,17300,12110.0,7,338,1,17272.5,2
Female,22,2,41695,Western,1809,Rent,2,19,0,0,2,1,8,2,2,12500,8750.0,17,338,1,12508.5,2
Male,34,6,88522,Nairobi,58857,Rent,5,14,0,0,0,0,6,1,1,17700,12390.0,25,409,1,26556.6,2
Female,38,15,91506,Nairobi,107884,Rent,12,55,0,0,0,0,16,3,3,13700,4110.0,57,413,1,27451.8,9
Male,44,13,100627,Nairobi,110127,Mortgage,6,18,0,1,2,0,7,2,0,20100,0.0,4,575,0,30188.1,2
Male,24,3,43699,Central,3498,Rent,1,13,0,0,2,1,5,1,1,13100,9170.0,14,498,1,13109.699999999999,10
Female,28,4,51468,Nyanza,30702,Rent,2,16,0,0,1,1,6,2,2,15400,10780.0,22,460,1,15440.4,10
Male,23,2,35332,Western,2508,Rent,2,16,0,0,2,1,6,2,2,10600,7419.999999999999,16,499,1,10599.6,3
Female,53,20,149865,Nairobi,403539,Own Home,12,69,0,0,1,0,7,3,0,15000,0.0,41,714,0,44959.5,7
Male,28,7,96763,Nairobi,40115,Rent,7,26,0,0,1,0,8,2,2,19400,13580.0,52,515,0,29028.899999999998,3
Female,27,9,88607,Nairobi,32933,Rent,7,25,0,0,1,0,7,2,2,17700,12390.0,38,555,0,26582.1,4
Male,21,2,59264,Northe Eastern ,2264,Rent,1,8,0,0,2,1,3,1,1,17800,12460.0,16,479,1,17779.2,1
Male,31,7,61480,Nyanza,26344,Rent,6,30,0,0,0,0,9,2,2,12300,8610.0,35,530,0,18444.0,1
Female,47,22,139490,Nairobi,301635,Own Home,19,92,0,0,3,0,5,2,0,13900,0.0,48,714,0,41847.0,6
Male,45,13,103761,Nairobi,94679,Rent,5,2,0,0,1,0,1,2,2,20800,6240.0,2,262,1,31128.3,5
Male,45,14,113171,Nairobi,118952,Mortgage,10,38,0,1,0,0,11,3,0,17000,0.0,14,623,0,33951.299999999996,6
Female,28,7,88436,Nairobi,53396,Rent,2,1,0,0,2,0,0,1,1,17700,12390.0,2,481,1,26530.8,9
Male,26,8,97680,Nairobi,33430,Rent,4,16,0,0,1,0,6,2,2,19500,13650.0,22,479,1,29304.0,1
Female,20,3,39180,Central,3743,Rent,2,18,0,0,0,1,7,2,2,11800,8260.0,20,506,0,11754.0,6
